"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Muscle|Intracellular|Aciclovir|Concentration [µmol/l]"
11,1311,0.0358523,0.02385105
11,1314,0.03542235,0.02354334
11,1317,0.03499798,0.02323992
11,1320,0.03457915,0.02294077
11,1323,0.03416575,0.0226458
11,1326,0.03375772,0.02235495
11,1329,0.03335497,0.02206816
11,1332,0.03295743,0.02178536
11,1335,0.03256503,0.0215065
11,1338,0.0321777,0.02123152
11,1341,0.03179536,0.02096036
11,1344,0.03141795,0.02069296
11,1347,0.0310454,0.02042927
11,1350,0.03067763,0.02016922
11,1353,0.03031459,0.01991279
11,1356,0.02995623,0.0196599
11,1359,0.02960245,0.01941051
11,1362,0.02925321,0.01916456
11,1365,0.02890844,0.01892201
11,1368,0.02856808,0.01868279
11,1371,0.02823206,0.01844687
11,1374,0.02790033,0.01821419
11,1377,0.02757283,0.01798471
11,1380,0.02724949,0.01775837
11,1383,0.02693027,0.01753513
11,1386,0.02661511,0.01731496
11,1389,0.02630395,0.0170978
11,1392,0.02599674,0.01688361
11,1395,0.02569342,0.01667235
11,1398,0.02539395,0.01646397
11,1401,0.02509826,0.01625843
11,1404,0.0248063,0.01605569
11,1407,0.02451803,0.01585571
11,1410,0.0242334,0.01565844
11,1413,0.02395235,0.01546386
11,1416,0.02367483,0.01527191
11,1419,0.02340081,0.01508257
11,1422,0.02313023,0.01489579
11,1425,0.02286305,0.01471154
11,1428,0.02259921,0.01452978
11,1431,0.02233868,0.01435047
11,1434,0.02208141,0.01417358
11,1437,0.02182736,0.01399908
11,1440,0.02157648,0.01382692
12,0,0,0
12,1,7.02619,0.03463684
12,2,17.29778,0.2034956
12,3,26.85476,0.5212828
12,4,35.64259,0.9818473
12,5,43.71665,1.576279
12,6,51.10798,2.294153
12,7,57.8575,3.124193
12,8,64.01987,4.054965
12,9,69.65586,5.075397
12,10,74.82671,6.175084
12,11,72.56393,7.309836
12,12,66.70091,8.371394
12,13,61.2446,9.337276
12,14,56.29067,10.20672
12,15,51.81989,10.98253
12,18,41.23202,12.80526
12,21,34.19008,14.02111
12,24,29.58964,14.81045
12,27,26.56239,15.31084
12,30,24.52975,15.61777
12,33,23.12327,15.79492
12,36,22.11202,15.88402
12,39,21.35137,15.91225
12,42,20.75067,15.89742
12,45,20.25328,15.85122
12,48,19.82348,15.78151
12,51,19.43871,15.69364
12,54,19.08477,15.59137
12,57,18.75255,15.4774
12,60,18.43612,15.35378
12,63,18.13168,15.22208
12,66,17.83686,15.08353
12,69,17.55013,14.93913
12,72,17.27036,14.78975
12,75,16.99672,14.63614
12,78,16.72868,14.47893
12,81,16.46566,14.31872
12,84,16.20748,14.15601
12,87,15.95394,13.99123
12,90,15.70494,13.82477
12,93,15.4603,13.657
12,96,15.21989,13.48826
12,99,14.98353,13.31884
12,102,14.7511,13.14902
12,105,14.52252,12.97904
12,108,14.29769,12.80913
12,111,14.07657,12.63948
12,114,13.85905,12.47028
12,117,13.64506,12.30167
12,120,13.43451,12.13383
12,123,13.22733,11.96687
12,126,13.02347,11.80092
12,129,12.82286,11.63608
12,132,12.62543,11.47245
12,135,12.43114,11.31011
12,138,12.23992,11.14915
12,141,12.05174,10.98962
12,144,11.86652,10.83159
12,147,11.68423,10.6751
12,150,11.50481,10.52021
12,153,11.32821,10.36694
12,156,11.15438,10.21535
12,159,10.98328,10.06545
12,162,10.81484,9.917277
12,165,10.64904,9.770842
12,168,10.48582,9.626162
12,171,10.32515,9.483251
12,174,10.16698,9.342116
12,177,10.01128,9.202766
12,180,9.858002,9.065203
12,183,9.707113,8.929426
12,186,9.558572,8.795437
12,189,9.412342,8.663232
12,192,9.268385,8.532805
12,195,9.126663,8.404152
12,198,8.987144,8.277261
12,201,8.849791,8.152125
12,204,8.714565,8.028734
12,207,8.581438,7.907075
12,210,8.450377,7.787134
12,213,8.321346,7.6689
12,216,8.194312,7.552358
12,219,8.069249,7.437491
12,222,7.946122,7.324285
12,225,7.824902,7.212724
12,228,7.705556,7.102792
12,231,7.588059,6.994469
12,234,7.472381,6.887739
12,237,7.358492,6.782585
12,240,7.246365,6.678988
12,243,7.135972,6.576931
12,246,7.027287,6.476393
12,249,6.920282,6.377357
12,252,6.81493,6.279804
12,255,6.711207,6.183714
12,258,6.609087,6.089071
12,261,6.508543,5.995854
12,264,6.409553,5.904043
12,267,6.312092,5.81362
12,270,6.216136,5.724567
12,273,6.12166,5.636865
12,276,6.028643,5.550496
12,279,5.937059,5.465442
12,282,5.846888,5.381688
12,285,5.75811,5.299203
12,288,5.670701,5.217977
12,291,5.58464,5.137992
12,294,5.499905,5.059232
12,297,5.416475,4.98168
12,300,5.33433,4.90532
12,303,5.253447,4.830137
12,306,5.173814,4.756098
12,309,5.095408,4.683196
12,312,5.018209,4.611415
12,315,4.942198,4.54074
12,318,4.867356,4.471155
12,321,4.793664,4.402645
12,324,4.721106,4.335196
12,327,4.649665,4.26878
12,330,4.579322,4.203389
12,333,4.510062,4.139007
12,336,4.441866,4.075619
12,339,4.374718,4.013211
12,342,4.308602,3.951768
12,345,4.243501,3.891275
12,348,4.179401,3.831716
12,351,4.116285,3.773077
12,354,4.054139,3.715344
12,357,3.992946,3.658504
12,360,3.932693,3.602542
12,363,3.873365,3.547444
12,366,3.814948,3.493197
12,369,3.757426,3.43979
12,372,3.700787,3.387208
12,375,3.645016,3.335438
12,378,3.5901,3.284467
12,381,3.536026,3.234285
12,384,3.48278,3.184878
12,387,3.430351,3.136234
12,390,3.378724,3.088342
12,393,3.327888,3.041189
12,396,3.277831,2.994765
12,399,3.22854,2.949058
12,402,3.180003,2.904058
12,405,3.132209,2.859754
12,408,3.085145,2.816134
12,411,3.038802,2.773188
12,414,2.993168,2.730905
12,417,2.948231,2.689276
12,420,2.903981,2.64829
12,423,2.860407,2.607937
12,426,2.817499,2.568208
12,429,2.775246,2.529093
12,432,2.733639,2.490582
12,435,2.692667,2.452666
12,438,2.65232,2.415336
12,441,2.612589,2.378582
12,444,2.573465,2.342395
12,447,2.534937,2.306767
12,450,2.496997,2.271688
12,453,2.459635,2.237152
12,456,2.422843,2.203148
12,459,2.386612,2.169669
12,462,2.350933,2.136706
12,465,2.315797,2.104252
12,468,2.281197,2.072298
12,471,2.247123,2.040836
12,474,2.213568,2.009859
12,477,2.180524,1.979359
12,480,2.147982,1.94933
12,483,2.115936,1.919763
12,486,2.084377,1.890651
12,489,2.053298,1.861988
12,492,2.022691,1.833766
12,495,1.99255,1.805978
12,498,1.962866,1.778618
12,501,1.933634,1.751679
12,504,1.904845,1.725155
12,507,1.876494,1.699039
12,510,1.848573,1.673324
12,513,1.821076,1.648005
12,516,1.793996,1.623076
12,519,1.767327,1.598529
12,522,1.741062,1.57436
12,525,1.715196,1.550563
12,528,1.689721,1.527131
12,531,1.664633,1.504059
12,534,1.639925,1.481342
12,537,1.615591,1.458974
12,540,1.591625,1.436949
12,543,1.568023,1.415262
12,546,1.544777,1.393909
12,549,1.521884,1.372883
12,552,1.499336,1.352179
12,555,1.47713,1.331793
12,558,1.45526,1.31172
12,561,1.43372,1.291955
12,564,1.412506,1.272492
12,567,1.391612,1.253328
12,570,1.371033,1.234458
12,573,1.350766,1.215876
12,576,1.330805,1.197579
12,579,1.311144,1.179563
12,582,1.291781,1.161822
12,585,1.27271,1.144353
12,588,1.253926,1.127151
12,591,1.235425,1.110212
12,594,1.217204,1.093533
12,597,1.199257,1.077108
12,600,1.18158,1.060935
12,603,1.16417,1.045009
12,606,1.147022,1.029326
12,609,1.130132,1.013883
12,612,1.113497,0.998676
12,615,1.097111,0.9837012
12,618,1.080973,0.9689552
12,621,1.065076,0.9544343
12,624,1.049419,0.9401351
12,627,1.033998,0.9260542
12,630,1.018807,0.9121882
12,633,1.003845,0.8985338
12,636,0.9891085,0.8850876
12,639,0.974593,0.8718465
12,642,0.9602955,0.8588073
12,645,0.9462126,0.845967
12,648,0.932341,0.8333223
12,651,0.9186774,0.8208703
12,654,0.9052186,0.8086081
12,657,0.8919615,0.7965325
12,660,0.878903,0.7846408
12,663,0.8660399,0.7729301
12,666,0.8533692,0.7613975
12,669,0.8408883,0.7500406
12,672,0.828595,0.7388566
12,675,0.8164856,0.7278428
12,678,0.8045574,0.7169965
12,681,0.7928075,0.706315
12,684,0.7812334,0.695796
12,687,0.7698321,0.6854367
12,690,0.7586011,0.6752347
12,693,0.7475378,0.6651875
12,696,0.7366395,0.6552929
12,699,0.7259037,0.6455482
12,702,0.7153278,0.6359513
12,705,0.7049102,0.6265002
12,708,0.6946481,0.6171928
12,711,0.6845392,0.6080265
12,714,0.6745809,0.5989991
12,717,0.6647709,0.5901086
12,720,0.6551071,0.5813527
12,723,0.6455871,0.5727293
12,726,0.6362088,0.5642365
12,729,0.6269699,0.5558721
12,732,0.6178684,0.5476342
12,735,0.6089022,0.5395208
12,738,0.600069,0.53153
12,741,0.5913677,0.5236604
12,744,0.5827957,0.5159099
12,747,0.574351,0.5082765
12,750,0.5660316,0.5007584
12,753,0.5578358,0.4933539
12,756,0.5497617,0.4860611
12,759,0.5418073,0.4788785
12,762,0.5339709,0.4718042
12,765,0.5262506,0.4648366
12,768,0.5186448,0.4579741
12,771,0.5111516,0.4512149
12,774,0.5037695,0.4445578
12,777,0.4964968,0.4380011
12,780,0.4893318,0.4315433
12,783,0.482273,0.4251828
12,786,0.4753186,0.4189181
12,789,0.468467,0.4127477
12,792,0.4617168,0.4066703
12,795,0.4550664,0.4006843
12,798,0.4485142,0.3947884
12,801,0.4420589,0.3889811
12,804,0.4356988,0.3832612
12,807,0.4294326,0.3776272
12,810,0.423259,0.3720781
12,813,0.4171766,0.3666124
12,816,0.411184,0.3612288
12,819,0.4052798,0.3559262
12,822,0.3994626,0.3507031
12,825,0.3937311,0.3455585
12,828,0.3880841,0.3404911
12,831,0.3825202,0.3354998
12,834,0.3770382,0.3305833
12,837,0.3716368,0.3257405
12,840,0.3663149,0.3209703
12,843,0.3610711,0.3162715
12,846,0.3559047,0.3116434
12,849,0.3508143,0.3070846
12,852,0.3457987,0.3025941
12,855,0.3408568,0.2981708
12,858,0.3359874,0.2938138
12,861,0.3311895,0.2895219
12,864,0.3264621,0.2852943
12,867,0.3218039,0.2811298
12,870,0.317214,0.2770275
12,873,0.3126913,0.2729866
12,876,0.3082348,0.2690059
12,879,0.3038436,0.2650847
12,882,0.2995169,0.2612223
12,885,0.2952536,0.2574175
12,888,0.2910526,0.2536695
12,891,0.2869132,0.2499774
12,894,0.2828342,0.2463404
12,897,0.2788148,0.2427576
12,900,0.2748542,0.2392281
12,903,0.2709514,0.2357513
12,906,0.2671056,0.2323262
12,909,0.2633159,0.228952
12,912,0.2595815,0.225628
12,915,0.2559016,0.2223536
12,918,0.2522754,0.219128
12,921,0.2487021,0.2159504
12,924,0.2451809,0.2128199
12,927,0.241711,0.2097361
12,930,0.2382916,0.206698
12,933,0.234922,0.2037051
12,936,0.2316015,0.2007566
12,939,0.2283292,0.1978519
12,942,0.2251045,0.1949903
12,945,0.2219266,0.1921711
12,948,0.2187949,0.1893937
12,951,0.2157089,0.1866576
12,954,0.2126676,0.183962
12,957,0.2096705,0.1813064
12,960,0.2067169,0.1786902
12,963,0.2038062,0.1761127
12,966,0.2009376,0.1735733
12,969,0.1981107,0.1710716
12,972,0.1953247,0.1686068
12,975,0.192579,0.1661786
12,978,0.1898731,0.1637862
12,981,0.1872064,0.1614292
12,984,0.1845782,0.159107
12,987,0.1819882,0.1568192
12,990,0.1794356,0.1545652
12,993,0.1769199,0.1523445
12,996,0.1744406,0.1501565
12,999,0.1719971,0.1480009
12,1002,0.1695888,0.145877
12,1005,0.1672154,0.1437845
12,1008,0.1648761,0.1417228
12,1011,0.1625706,0.1396915
12,1014,0.1602983,0.1376901
12,1017,0.1580588,0.1357182
12,1020,0.1558515,0.1337753
12,1023,0.1536761,0.1318611
12,1026,0.151532,0.129975
12,1029,0.1494188,0.1281167
12,1032,0.147336,0.1262857
12,1035,0.1452831,0.1244816
12,1038,0.1432597,0.1227041
12,1041,0.1412654,0.1209526
12,1044,0.1392998,0.1192269
12,1047,0.1373623,0.1175264
12,1050,0.1354527,0.1158509
12,1053,0.1335704,0.1141999
12,1056,0.1317152,0.1125733
12,1059,0.1298866,0.1109704
12,1062,0.1280842,0.1093911
12,1065,0.1263076,0.1078349
12,1068,0.1245565,0.1063015
12,1071,0.1228304,0.1047906
12,1074,0.1211291,0.1033017
12,1077,0.119452,0.1018346
12,1080,0.117799,0.100389
12,1083,0.1161695,0.09896448
12,1086,0.1145634,0.09756076
12,1089,0.1129801,0.09617755
12,1092,0.1114195,0.09481458
12,1095,0.1098812,0.09347152
12,1098,0.1083649,0.09214806
12,1101,0.1068701,0.0908439
12,1104,0.1053967,0.08955877
12,1107,0.1039443,0.08829236
12,1110,0.1025125,0.08704441
12,1113,0.1011012,0.08581464
12,1116,0.0997099,0.08460277
12,1119,0.0983384,0.08340853
12,1122,0.0969864,0.08223167
12,1125,0.09565364,0.08107194
12,1128,0.09433985,0.07992911
12,1131,0.09304471,0.07880288
12,1134,0.09176797,0.07769302
12,1137,0.09050936,0.0765993
12,1140,0.08926861,0.07552145
12,1143,0.08804545,0.07445925
12,1146,0.08683963,0.07341248
12,1149,0.0856509,0.07238088
12,1152,0.084479,0.07136423
12,1155,0.08332368,0.07036232
12,1158,0.0821847,0.06937493
12,1161,0.08106188,0.06840187
12,1164,0.07995495,0.0674429
12,1167,0.07886368,0.06649783
12,1170,0.07778782,0.06556642
12,1173,0.07672717,0.06464849
12,1176,0.07568149,0.06374384
12,1179,0.07465058,0.06285227
12,1182,0.0736342,0.06197358
12,1185,0.07263216,0.06110757
12,1188,0.07164424,0.06025406
12,1191,0.07067022,0.05941286
12,1194,0.06970994,0.0585838
12,1197,0.0687632,0.05776673
12,1200,0.0678298,0.05696145
12,1203,0.06690953,0.05616777
12,1206,0.06600221,0.05538552
12,1209,0.06510763,0.05461454
12,1212,0.06422563,0.05385467
12,1215,0.06335602,0.05310572
12,1218,0.06249861,0.05236754
12,1221,0.06165324,0.05163998
12,1224,0.06081972,0.05092286
12,1227,0.05999788,0.05021604
12,1230,0.05918758,0.04951939
12,1233,0.05838864,0.04883275
12,1236,0.0576009,0.04815597
12,1239,0.05682418,0.0474889
12,1242,0.05605835,0.0468314
12,1245,0.05530322,0.04618333
12,1248,0.05455865,0.04554454
12,1251,0.05382449,0.0449149
12,1254,0.05310058,0.04429428
12,1257,0.05238678,0.04368253
12,1260,0.05168294,0.04307953
12,1263,0.05098892,0.04248515
12,1266,0.0503046,0.04189929
12,1269,0.04962982,0.04132181
12,1272,0.04896445,0.04075257
12,1275,0.04830835,0.04019147
12,1278,0.04766139,0.03963838
12,1281,0.04702343,0.03909318
12,1284,0.04639436,0.03855576
12,1287,0.04577402,0.038026
12,1290,0.04516232,0.03750379
12,1293,0.04455911,0.03698902
12,1296,0.04396427,0.03648158
12,1299,0.04337769,0.03598136
12,1302,0.04279928,0.03548828
12,1305,0.04222888,0.03500221
12,1308,0.0416664,0.03452305
12,1311,0.04111172,0.03405071
12,1314,0.04056473,0.03358508
12,1317,0.04002531,0.03312607
12,1320,0.03949336,0.03267357
12,1323,0.03896876,0.03222749
12,1326,0.03845143,0.03178774
12,1329,0.03794124,0.03135423
12,1332,0.0374381,0.03092685
12,1335,0.03694192,0.03050554
12,1338,0.0364526,0.0300902
12,1341,0.03597004,0.02968075
12,1344,0.03549413,0.0292771
12,1347,0.0350248,0.02887915
12,1350,0.03456193,0.02848683
12,1353,0.03410544,0.02810006
12,1356,0.03365524,0.02771876
12,1359,0.03321123,0.02734284
12,1362,0.03277333,0.02697222
12,1365,0.03234146,0.02660683
12,1368,0.03191552,0.02624659
12,1371,0.03149545,0.02589145
12,1374,0.03108115,0.02554131
12,1377,0.03067254,0.02519611
12,1380,0.03026955,0.02485578
12,1383,0.02987208,0.02452023
12,1386,0.02948007,0.02418941
12,1389,0.02909343,0.02386324
12,1392,0.02871209,0.02354165
12,1395,0.02833597,0.02322459
12,1398,0.027965,0.02291197
12,1401,0.0275991,0.02260375
12,1404,0.02723821,0.02229985
12,1407,0.02688226,0.02200023
12,1410,0.02653118,0.02170481
12,1413,0.0261849,0.02141353
12,1416,0.02584335,0.02112633
12,1419,0.02550646,0.02084316
12,1422,0.02517417,0.02056396
12,1425,0.02484641,0.02028866
12,1428,0.02452312,0.02001722
12,1431,0.02420424,0.01974957
12,1434,0.02388969,0.01948566
12,1437,0.02357943,0.01922544
12,1440,0.02327339,0.01896885
13,0,0,0
13,1,3.205223,0.03462769
13,2,9.223577,0.2203394
13,3,15.4785,0.571517
13,4,21.60872,1.069348
13,5,27.53773,1.694597
13,6,33.21762,2.430307
13,7,38.61386,3.261371
13,8,43.70789,4.174307
13,9,48.49582,5.157179
13,10,52.98399,6.199533
13,11,53.98013,7.257652
13,12,51.89327,8.207215
13,13,49.3189,9.027055
13,14,46.6378,9.730139
13,15,43.946,10.33067
13,18,36.39901,11.63699
13,21,30.24942,12.40423
13,24,25.56818,12.82374
13,27,22.10961,13.01919
13,30,19.5832,13.0693
13,33,17.73795,13.02454
13,36,16.37904,12.91769
13,39,15.36295,12.77031
13,42,14.58675,12.5968
13,45,13.97803,12.40676
13,48,13.48628,12.20672
13,51,13.07651,12.00109
13,54,12.72459,11.79285
13,57,12.41395,11.58405
13,60,12.13313,11.37609
13,63,11.87424,11.16989
13,66,11.63186,10.9661
13,69,11.40219,10.76513
13,72,11.18255,10.56728
13,75,10.97104,10.37271
13,78,10.76638,10.18153
13,81,10.56766,9.993786
13,84,10.37423,9.809489
13,87,10.18556,9.628638
13,90,10.00128,9.451209
13,93,9.821047,9.27717
13,96,9.644609,9.10648
13,99,9.471813,8.939085
13,102,9.302506,8.774929
13,105,9.136593,8.613954
13,108,8.973965,8.456097
13,111,8.814522,8.301302
13,114,8.658164,8.149508
13,117,8.504804,8.000659
13,120,8.354357,7.854694
13,123,8.206758,7.711555
13,126,8.061943,7.571184
13,129,7.919854,7.433521
13,132,7.78043,7.298512
13,135,7.643613,7.166101
13,138,7.509346,7.036234
13,141,7.377563,6.908859
13,144,7.248228,6.783922
13,147,7.12127,6.661375
13,150,6.996644,6.541167
13,153,6.874308,6.42325
13,156,6.754209,6.307575
13,159,6.636307,6.194097
13,162,6.52056,6.082768
13,165,6.406924,5.973545
13,168,6.29536,5.866384
13,171,6.185827,5.761241
13,174,6.078283,5.658077
13,177,5.972687,5.55685
13,180,5.869008,5.457521
13,183,5.767203,5.36005
13,186,5.667234,5.264401
13,189,5.569061,5.170537
13,192,5.472663,5.078421
13,195,5.377997,4.988017
13,198,5.285026,4.899292
13,201,5.193716,4.812213
13,204,5.104046,4.726746
13,207,5.01598,4.642859
13,210,4.929485,4.560519
13,213,4.844532,4.479698
13,216,4.761096,4.400365
13,219,4.679148,4.322489
13,222,4.598659,4.246043
13,225,4.519603,4.170999
13,228,4.441952,4.097328
13,231,4.365682,4.025004
13,234,4.290766,3.954002
13,237,4.217179,3.884294
13,240,4.144897,3.815857
13,243,4.073895,3.748665
13,246,4.004148,3.682695
13,249,3.935634,3.617923
13,252,3.868331,3.554326
13,255,3.802215,3.491882
13,258,3.737264,3.430568
13,261,3.673459,3.370364
13,264,3.610777,3.311248
13,267,3.549198,3.253199
13,270,3.488704,3.196197
13,273,3.429273,3.140223
13,276,3.370886,3.085257
13,279,3.313525,3.031279
13,282,3.257172,2.978272
13,285,3.201807,2.926218
13,288,3.147413,2.875097
13,291,3.093973,2.824894
13,294,3.041468,2.77559
13,297,2.989883,2.72717
13,300,2.9392,2.679615
13,303,2.889403,2.632912
13,306,2.840476,2.587044
13,309,2.792404,2.541994
13,312,2.745171,2.497749
13,315,2.698762,2.454293
13,318,2.653163,2.411613
13,321,2.608359,2.369692
13,324,2.564336,2.328518
13,327,2.52108,2.288077
13,330,2.478577,2.248356
13,333,2.436813,2.20934
13,336,2.395776,2.171017
13,339,2.355452,2.133375
13,342,2.315829,2.096401
13,345,2.276895,2.060083
13,348,2.238637,2.02441
13,351,2.201042,1.989367
13,354,2.164099,1.954946
13,357,2.127797,1.921134
13,360,2.092125,1.88792
13,363,2.057071,1.855295
13,366,2.022625,1.823247
13,369,1.988774,1.791764
13,372,1.955509,1.760838
13,375,1.922819,1.730458
13,378,1.890695,1.700614
13,381,1.859127,1.671298
13,384,1.828104,1.6425
13,387,1.797617,1.614208
13,390,1.767655,1.586415
13,393,1.738211,1.559112
13,396,1.709275,1.53229
13,399,1.680838,1.505941
13,402,1.652892,1.480056
13,405,1.625427,1.454626
13,408,1.598434,1.429643
13,411,1.571906,1.405099
13,414,1.545835,1.380988
13,417,1.520213,1.3573
13,420,1.495031,1.334028
13,423,1.470282,1.311165
13,426,1.445958,1.288703
13,429,1.422051,1.266635
13,432,1.398555,1.244955
13,435,1.375463,1.223655
13,438,1.352767,1.202728
13,441,1.330459,1.182168
13,444,1.308534,1.161968
13,447,1.286984,1.142122
13,450,1.265803,1.122623
13,453,1.244985,1.103466
13,456,1.224523,1.084645
13,459,1.204411,1.066152
13,462,1.184643,1.047982
13,465,1.165212,1.030131
13,468,1.146114,1.012591
13,471,1.127341,0.9953575
13,474,1.108889,0.9784255
13,477,1.090752,0.9617891
13,480,1.072923,0.9454427
13,483,1.055398,0.9293815
13,486,1.038172,0.9136007
13,489,1.02124,0.8980951
13,492,1.004595,0.8828601
13,495,0.9882342,0.8678906
13,498,0.9721509,0.8531815
13,501,0.9563409,0.8387287
13,504,0.9407995,0.8245276
13,507,0.9255221,0.8105738
13,510,0.9105042,0.796863
13,513,0.8957411,0.7833907
13,516,0.881228,0.7701524
13,519,0.8669608,0.7571443
13,522,0.8529354,0.7443622
13,525,0.8391474,0.7318024
13,528,0.8255931,0.7194608
13,531,0.812268,0.7073337
13,534,0.7991679,0.6954167
13,537,0.7862892,0.6837065
13,540,0.7736281,0.6721995
13,543,0.7611808,0.6608922
13,546,0.7489436,0.6497809
13,549,0.7369129,0.6388624
13,552,0.7250847,0.6281327
13,555,0.7134558,0.6175888
13,558,0.7020227,0.6072275
13,561,0.6907822,0.5970456
13,564,0.6797308,0.58704
13,567,0.6688654,0.5772076
13,570,0.6581822,0.5675449
13,573,0.6476785,0.5580492
13,576,0.6373511,0.5487176
13,579,0.6271971,0.5395473
13,582,0.6172134,0.5305354
13,585,0.6073971,0.5216792
13,588,0.5977451,0.5129756
13,591,0.5882546,0.5044221
13,594,0.5789229,0.4960161
13,597,0.5697473,0.487755
13,600,0.5607252,0.4796364
13,603,0.5518538,0.4716578
13,606,0.5431304,0.4638163
13,609,0.5345525,0.4561098
13,612,0.5261177,0.4485359
13,615,0.5178234,0.4410923
13,618,0.5096674,0.4337768
13,621,0.5016472,0.4265871
13,624,0.4937604,0.4195209
13,627,0.4860046,0.4125759
13,630,0.4783777,0.4057502
13,633,0.4708775,0.3990417
13,636,0.4635019,0.3924483
13,639,0.4562486,0.3859681
13,642,0.4491155,0.3795989
13,645,0.4421006,0.3733387
13,648,0.4352017,0.3671858
13,651,0.4284171,0.3611383
13,654,0.4217446,0.3551944
13,657,0.4151826,0.3493522
13,660,0.4087288,0.3436099
13,663,0.4023815,0.3379657
13,666,0.3961388,0.3324179
13,669,0.3899992,0.3269649
13,672,0.3839606,0.3216051
13,675,0.3780215,0.3163369
13,678,0.3721802,0.3111584
13,681,0.3664347,0.3060683
13,684,0.3607837,0.3010649
13,687,0.3552254,0.2961467
13,690,0.3497584,0.2913124
13,693,0.3443811,0.2865604
13,696,0.3390919,0.2818893
13,699,0.3338892,0.2772976
13,702,0.3287716,0.2727839
13,705,0.3237377,0.268347
13,708,0.3187861,0.2639854
13,711,0.3139154,0.259698
13,714,0.3091242,0.2554834
13,717,0.304411,0.2513401
13,720,0.2997746,0.2472671
13,723,0.2952137,0.2432632
13,726,0.290727,0.2393271
13,729,0.2863133,0.2354577
13,732,0.2819714,0.2316539
13,735,0.2776998,0.2279142
13,738,0.2734976,0.2242379
13,741,0.2693634,0.2206237
13,744,0.2652963,0.2170705
13,747,0.261295,0.2135774
13,750,0.2573585,0.2101433
13,753,0.2534854,0.2067669
13,756,0.249675,0.2034476
13,759,0.245926,0.2001842
13,762,0.2422375,0.1969757
13,765,0.2386084,0.1938213
13,768,0.2350379,0.1907201
13,771,0.2315246,0.1876708
13,774,0.2280678,0.1846729
13,777,0.2246666,0.1817253
13,780,0.2213199,0.1788272
13,783,0.218027,0.1759778
13,786,0.2147868,0.1731762
13,789,0.2115984,0.1704215
13,792,0.208461,0.167713
13,795,0.2053738,0.1650498
13,798,0.2023359,0.1624313
13,801,0.1993465,0.1598565
13,804,0.1964047,0.1573248
13,807,0.1935098,0.1548354
13,810,0.1906609,0.1523875
13,813,0.1878573,0.1499805
13,816,0.1850983,0.1476137
13,819,0.1823831,0.1452863
13,822,0.179711,0.1429978
13,825,0.1770812,0.1407473
13,828,0.174493,0.1385343
13,831,0.1719458,0.136358
13,834,0.1694388,0.134218
13,837,0.1669714,0.1321135
13,840,0.164543,0.130044
13,843,0.1621528,0.1280088
13,846,0.1598003,0.1260073
13,849,0.1574848,0.1240391
13,852,0.1552056,0.1221034
13,855,0.1529623,0.1201997
13,858,0.1507542,0.1183276
13,861,0.1485807,0.1164865
13,864,0.1464413,0.1146757
13,867,0.1443353,0.1128948
13,870,0.1422622,0.1111433
13,873,0.1402215,0.1094207
13,876,0.1382127,0.1077265
13,879,0.1362352,0.1060602
13,882,0.1342884,0.1044213
13,885,0.1323719,0.1028094
13,888,0.1304853,0.101224
13,891,0.1286279,0.09966458
13,894,0.1267994,0.09813081
13,897,0.1249992,0.09662221
13,900,0.1232268,0.0951383
13,903,0.1214819,0.0936787
13,906,0.1197639,0.09224299
13,909,0.1180725,0.09083079
13,912,0.1164071,0.08944168
13,915,0.1147674,0.08807527
13,918,0.113153,0.08673114
13,921,0.1115633,0.08540894
13,924,0.109998,0.08410829
13,927,0.1084568,0.08282884
13,930,0.1069392,0.08157023
13,933,0.1054449,0.08033209
13,936,0.1039733,0.07911404
13,939,0.1025243,0.07791577
13,942,0.1010973,0.07673693
13,945,0.09969213,0.07557721
13,948,0.09830832,0.07443628
13,951,0.09694558,0.07331384
13,954,0.09560357,0.07220957
13,957,0.09428195,0.07112318
13,960,0.09298039,0.07005435
13,963,0.09169847,0.0690027
13,966,0.09043593,0.06796802
13,969,0.08919248,0.06695001
13,972,0.08796781,0.06594839
13,975,0.08676161,0.0649629
13,978,0.08557359,0.06399327
13,981,0.08440348,0.06303924
13,984,0.08325098,0.06210055
13,987,0.08211583,0.06117696
13,990,0.08099764,0.0602681
13,993,0.0798962,0.05937381
13,996,0.07881124,0.05849383
13,999,0.07774252,0.05762793
13,1002,0.07668976,0.05677588
13,1005,0.07565273,0.05593744
13,1008,0.07463115,0.05511238
13,1011,0.07362478,0.05430049
13,1014,0.0726334,0.05350155
13,1017,0.07165673,0.05271531
13,1020,0.07069454,0.05194157
13,1023,0.06974663,0.05118014
13,1026,0.06881274,0.05043079
13,1029,0.06789265,0.04969333
13,1032,0.06698615,0.04896756
13,1035,0.06609302,0.04825327
13,1038,0.06521303,0.04755028
13,1041,0.06434599,0.0468584
13,1044,0.0634917,0.04617745
13,1047,0.06264996,0.04550725
13,1050,0.06182055,0.04484762
13,1053,0.06100329,0.04419837
13,1056,0.06019798,0.04355934
13,1059,0.05940442,0.04293034
13,1062,0.05862243,0.04231122
13,1065,0.05785183,0.0417018
13,1068,0.05709242,0.04110192
13,1071,0.05634406,0.04051144
13,1074,0.05560657,0.0399302
13,1077,0.05487977,0.03935805
13,1080,0.05416349,0.03879482
13,1083,0.05345756,0.03824038
13,1086,0.05276182,0.03769458
