"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Muscle|Intracellular|Aciclovir|Concentration [µmol/l]"
44,495,3.406878,2.616916
44,498,3.35848,2.579298
44,501,3.310783,2.542231
44,504,3.263776,2.505706
44,507,3.217448,2.469714
44,510,3.171791,2.434248
44,513,3.126794,2.3993
44,516,3.082447,2.364863
44,519,3.03874,2.330929
44,522,2.995666,2.29749
44,525,2.953213,2.264539
44,528,2.911374,2.232069
44,531,2.870138,2.200073
44,534,2.829498,2.168544
44,537,2.789443,2.137474
44,540,2.749967,2.106858
44,543,2.711061,2.076687
44,546,2.672715,2.046957
44,549,2.634922,2.017659
44,552,2.597673,1.988789
44,555,2.560961,1.960339
44,558,2.524779,1.932302
44,561,2.489117,1.904675
44,564,2.453968,1.877449
44,567,2.419326,1.850619
44,570,2.385182,1.82418
44,573,2.35153,1.798125
44,576,2.318362,1.772449
44,579,2.28567,1.747146
44,582,2.253449,1.722211
44,585,2.221691,1.697639
44,588,2.190389,1.673423
44,591,2.159537,1.649559
44,594,2.129127,1.626041
44,597,2.099155,1.602865
44,600,2.069613,1.580026
44,603,2.040495,1.557518
44,606,2.011795,1.535337
44,609,1.983507,1.513477
44,612,1.955624,1.491934
44,615,1.928141,1.470704
44,618,1.901052,1.449781
44,621,1.874351,1.429162
44,624,1.848033,1.408841
44,627,1.822091,1.388815
44,630,1.796521,1.369078
44,633,1.771317,1.349628
44,636,1.746475,1.330459
44,639,1.721987,1.311568
44,642,1.69785,1.29295
44,645,1.674058,1.274601
44,648,1.650606,1.256517
44,651,1.627489,1.238695
44,654,1.604702,1.22113
44,657,1.58224,1.203819
44,660,1.5601,1.186758
44,663,1.538276,1.169944
44,666,1.516763,1.153373
44,669,1.495558,1.13704
44,672,1.474655,1.120944
44,675,1.45405,1.105079
44,678,1.433739,1.089444
44,681,1.413717,1.074034
44,684,1.393981,1.058846
44,687,1.374525,1.043876
44,690,1.355347,1.029123
44,693,1.336442,1.014582
44,696,1.317806,1.000251
44,699,1.299436,0.9861257
44,702,1.281327,0.9722041
44,705,1.263476,0.9584828
44,708,1.245878,0.9449589
44,711,1.228531,0.9316296
44,714,1.21143,0.918492
44,717,1.194572,0.9055431
44,720,1.177953,0.8927805
44,723,1.161571,0.8802013
44,726,1.145422,0.867803
44,729,1.129501,0.8555827
44,732,1.113807,0.8435379
44,735,1.098336,0.8316661
44,738,1.083083,0.8199647
44,741,1.068048,0.8084313
44,744,1.053225,0.7970632
44,747,1.038612,0.7858582
44,750,1.024206,0.7748139
44,753,1.010005,0.763928
44,756,0.9960045,0.7531982
44,759,0.9822024,0.7426221
44,762,0.9685957,0.7321976
44,765,0.9551815,0.7219224
44,768,0.9419571,0.7117943
44,771,0.9289197,0.7018112
44,774,0.9160666,0.6919709
44,777,0.9033952,0.6822714
44,780,0.8909026,0.6727106
44,783,0.8785868,0.6632866
44,786,0.866445,0.6539974
44,789,0.8544746,0.6448411
44,792,0.8426732,0.6358155
44,795,0.8310384,0.6269189
44,798,0.8195677,0.6181493
44,801,0.8082587,0.6095049
44,804,0.7971092,0.6009839
44,807,0.7861167,0.5925845
44,810,0.7752792,0.5843047
44,813,0.7645944,0.5761433
44,816,0.7540601,0.5680982
44,819,0.7436743,0.5601678
44,822,0.7334346,0.5523505
44,825,0.723339,0.5446445
44,828,0.7133855,0.5370483
44,831,0.7035719,0.5295603
44,834,0.6938963,0.5221788
44,837,0.6843566,0.5149024
44,840,0.6749511,0.5077294
44,843,0.6656776,0.5006585
44,846,0.6565345,0.4936883
44,849,0.6475198,0.4868171
44,852,0.6386316,0.4800436
44,855,0.6298682,0.4733664
44,858,0.6212277,0.4667841
44,861,0.6127084,0.4602952
44,864,0.6043086,0.4538985
44,867,0.5960265,0.4475925
44,870,0.5878604,0.441376
44,873,0.5798087,0.4352477
44,876,0.5718699,0.4292064
44,879,0.5640423,0.4232508
44,882,0.5563242,0.4173796
44,885,0.5487142,0.4115916
44,888,0.5412105,0.4058856
44,891,0.5338119,0.4002605
44,894,0.5265167,0.394715
44,897,0.5193235,0.389248
44,900,0.5122308,0.3838584
44,903,0.505237,0.378545
44,906,0.4983411,0.3733068
44,909,0.4915415,0.3681428
44,912,0.4848368,0.3630518
44,915,0.4782257,0.3580327
44,918,0.4717068,0.3530846
44,921,0.4652788,0.3482063
44,924,0.4589405,0.343397
44,927,0.4526905,0.3386555
44,930,0.4465275,0.333981
44,933,0.4404504,0.3293724
44,936,0.4344579,0.3248288
44,939,0.4285489,0.3203494
44,942,0.4227222,0.3159331
44,945,0.4169765,0.3115791
44,948,0.4113109,0.3072865
44,951,0.4057239,0.3030543
44,954,0.4002147,0.2988817
44,957,0.3947819,0.2947679
44,960,0.3894247,0.2907119
44,963,0.3841419,0.2867131
44,966,0.3789324,0.2827704
44,969,0.3737953,0.2788833
44,972,0.3687295,0.2750508
44,975,0.363734,0.2712722
44,978,0.3588078,0.2675467
44,981,0.3539499,0.2638736
44,984,0.3491594,0.260252
44,987,0.3444352,0.2566813
44,990,0.3397764,0.2531607
44,993,0.3351822,0.2496895
44,996,0.3306515,0.2462669
44,999,0.3261836,0.2428924
44,1002,0.3217776,0.2395653
44,1005,0.3174326,0.2362847
44,1008,0.3131476,0.2330502
44,1011,0.3089218,0.2298609
44,1014,0.3047545,0.2267164
44,1017,0.3006448,0.2236158
44,1020,0.2965918,0.2205587
44,1023,0.2925947,0.2175443
44,1026,0.2886528,0.2145721
44,1029,0.2847654,0.2116414
44,1032,0.2809317,0.2087518
44,1035,0.2771508,0.2059025
44,1038,0.273422,0.2030931
44,1041,0.2697447,0.200323
44,1044,0.266118,0.1975915
44,1047,0.2625413,0.1948981
44,1050,0.2590139,0.1922424
44,1053,0.255535,0.1896236
44,1056,0.252104,0.1870414
44,1059,0.2487202,0.1844953
44,1062,0.245383,0.1819846
44,1065,0.2420917,0.179509
44,1068,0.2388456,0.1770678
44,1071,0.2356442,0.1746607
44,1074,0.2324868,0.1722871
44,1077,0.2293727,0.1699465
44,1080,0.2263014,0.1676385
44,1083,0.2232723,0.1653626
44,1086,0.2202847,0.1631184
44,1089,0.2173381,0.1609053
44,1092,0.2144319,0.1587231
44,1095,0.2115656,0.1565711
44,1098,0.2087386,0.1544491
44,1101,0.2059504,0.1523566
44,1104,0.2032003,0.1502931
44,1107,0.2004879,0.1482583
44,1110,0.1978127,0.1462517
44,1113,0.195174,0.1442729
44,1116,0.1925715,0.1423216
44,1119,0.1900045,0.1403973
44,1122,0.1874727,0.1384997
44,1125,0.1849755,0.1366284
44,1128,0.1825124,0.134783
44,1131,0.180083,0.1329632
44,1134,0.1776868,0.1311686
44,1137,0.1753233,0.1293989
44,1140,0.1729921,0.1276536
44,1143,0.1706926,0.1259324
44,1146,0.1684246,0.1242351
44,1149,0.1661874,0.1225612
44,1152,0.1639808,0.1209105
44,1155,0.1618043,0.1192826
44,1158,0.1596574,0.1176771
44,1161,0.1575398,0.1160939
44,1164,0.155451,0.1145325
44,1167,0.1533906,0.1129926
44,1170,0.1513583,0.111474
44,1173,0.1493537,0.1099763
44,1176,0.1473763,0.1084993
44,1179,0.1454257,0.1070426
44,1182,0.1435017,0.105606
44,1185,0.1416039,0.1041893
44,1188,0.1397319,0.102792
44,1191,0.1378853,0.101414
44,1194,0.1360637,0.1000549
44,1197,0.1342669,0.09871455
44,1200,0.1324944,0.09739263
44,1203,0.1307461,0.09608889
44,1206,0.1290214,0.09480307
44,1209,0.1273201,0.09353491
44,1212,0.1256418,0.09228417
44,1215,0.1239863,0.09105063
44,1218,0.1223532,0.08983403
44,1221,0.1207423,0.08863414
44,1224,0.1191531,0.08745071
44,1227,0.1175855,0.08628352
44,1230,0.1160391,0.08513234
44,1233,0.1145135,0.08399694
44,1236,0.1130086,0.08287709
44,1239,0.1115241,0.0817726
44,1242,0.1100596,0.08068322
44,1245,0.1086149,0.07960878
44,1248,0.1071897,0.07854905
44,1251,0.1057837,0.07750382
44,1254,0.1043968,0.0764729
44,1257,0.1030285,0.07545608
44,1260,0.1016787,0.07445317
44,1263,0.1003471,0.07346396
44,1266,0.09903344,0.07248827
44,1269,0.09773748,0.07152591
44,1272,0.09645898,0.07057669
44,1275,0.0951977,0.06964043
44,1278,0.09395341,0.06871697
44,1281,0.09272587,0.06780609
44,1284,0.09151486,0.06690765
44,1287,0.09032013,0.06602146
44,1290,0.08914147,0.06514736
44,1293,0.08797865,0.06428517
44,1296,0.08683146,0.06343472
44,1299,0.08569968,0.06259586
44,1302,0.0845831,0.06176842
44,1305,0.08348151,0.06095223
44,1308,0.08239471,0.06014717
44,1311,0.08132251,0.05935306
44,1314,0.08026469,0.05856975
44,1317,0.07922105,0.05779709
44,1320,0.07819141,0.05703494
44,1323,0.07717557,0.05628314
44,1326,0.07617334,0.05554155
44,1329,0.07518453,0.05481003
44,1332,0.07420896,0.05408844
44,1335,0.07324645,0.05337664
44,1338,0.07229683,0.05267451
44,1341,0.07135991,0.05198191
44,1344,0.07043553,0.0512987
44,1347,0.06952351,0.05062474
44,1350,0.06862368,0.04995992
44,1353,0.06773587,0.04930411
44,1356,0.06685993,0.04865718
44,1359,0.06599568,0.04801901
44,1362,0.06514297,0.04738947
44,1365,0.06430163,0.04676845
44,1368,0.06347153,0.04615584
44,1371,0.0626525,0.04555151
44,1374,0.0618444,0.04495535
44,1377,0.06104707,0.04436725
44,1380,0.06026036,0.0437871
44,1383,0.05948414,0.04321478
44,1386,0.05871826,0.04265019
44,1389,0.05796257,0.04209322
44,1392,0.05721694,0.04154376
44,1395,0.05648122,0.04100171
44,1398,0.0557553,0.04046698
44,1401,0.05503904,0.03993946
44,1404,0.0543323,0.03941905
44,1407,0.05363495,0.03890566
44,1410,0.05294687,0.03839917
44,1413,0.05226794,0.03789951
44,1416,0.05159801,0.03740658
44,1419,0.05093698,0.03692028
44,1422,0.05028472,0.03644052
44,1425,0.04964111,0.03596721
44,1428,0.04900603,0.03550026
44,1431,0.04837939,0.0350396
44,1434,0.04776105,0.03458512
44,1437,0.0471509,0.03413675
44,1440,0.04654884,0.03369441
45,0,0,0
45,1,4.701008,0.04848118
45,2,12.50384,0.2850794
45,3,20.29218,0.716713
45,4,27.78858,1.32015
45,5,34.94869,2.07391
45,6,41.73472,2.959204
45,7,48.12015,3.959113
45,8,54.09671,5.058324
45,9,59.67233,6.243114
45,10,64.86562,7.501318
45,11,65.00068,8.773752
45,12,61.70487,9.911427
45,13,58.12354,10.89928
45,14,54.56247,11.75345
45,15,51.09342,12.48929
45,18,41.79503,14.11562
45,21,34.6288,15.09589
45,24,29.42165,15.64966
45,27,25.71926,15.92406
45,30,23.09322,16.01525
45,33,21.21192,15.98586
45,36,19.8377,15.87699
45,39,18.80603,15.7157
45,42,18.00548,15.51991
45,45,17.36109,15.30166
45,48,16.8228,15.06897
45,51,16.35743,14.82726
45,54,15.9429,14.58023
45,57,15.56447,14.33044
45,60,15.21233,14.07965
45,63,14.87995,13.8291
45,66,14.56286,13.57968
45,69,14.25797,13.33206
45,72,13.9632,13.08669
45,75,13.67718,12.84391
45,78,13.39897,12.60398
45,81,13.12784,12.36709
45,84,12.8633,12.13339
45,87,12.6048,11.903
45,90,12.35209,11.67601
45,93,12.10479,11.45249
45,96,11.86278,11.23248
45,99,11.62588,11.01599
45,102,11.394,10.80305
45,105,11.16699,10.59366
45,108,10.94472,10.38781
45,111,10.72705,10.18551
45,114,10.51385,9.986743
45,117,10.30501,9.791485
45,120,10.10043,9.599711
45,123,9.900025,9.411394
45,126,9.703711,9.2265
45,129,9.511394,9.044992
45,132,9.322985,8.866838
45,135,9.138393,8.691995
45,138,8.957535,8.520423
45,141,8.780328,8.35208
45,144,8.6067,8.186922
45,147,8.436574,8.024901
45,150,8.269877,7.865974
45,153,8.106548,7.710092
45,156,7.946503,7.557209
45,159,7.789686,7.407277
45,162,7.636026,7.260247
45,165,7.485457,7.116073
45,168,7.337918,6.974707
45,171,7.193342,6.8361
45,174,7.051669,6.700206
45,177,6.912838,6.566977
45,180,6.776793,6.436367
45,183,6.643474,6.308327
45,186,6.512828,6.182813
45,189,6.3848,6.059777
45,192,6.259335,5.939175
45,195,6.136381,5.820961
45,198,6.015889,5.705091
45,201,5.89781,5.591521
45,204,5.782099,5.480207
45,207,5.668694,5.371107
45,210,5.557557,5.264178
45,213,5.448644,5.15938
45,216,5.341913,5.056672
45,219,5.237319,4.956013
45,222,5.134807,4.857362
45,225,5.034345,4.760683
45,228,4.93589,4.665936
45,231,4.839404,4.573085
45,234,4.744844,4.482091
45,237,4.652169,4.392919
45,240,4.561343,4.305532
45,243,4.472328,4.219896
45,246,4.385086,4.135977
45,249,4.299583,4.053739
45,252,4.215783,3.97315
45,255,4.133651,3.894176
45,258,4.053154,3.816787
45,261,3.974258,3.74095
45,264,3.896932,3.666634
45,267,3.821144,3.593809
45,270,3.746864,3.522445
45,273,3.674061,3.452513
45,276,3.602705,3.383983
45,279,3.532768,3.316829
45,282,3.46422,3.251022
45,285,3.397035,3.186536
45,288,3.331185,3.123344
45,291,3.266642,3.06142
45,294,3.20338,3.000739
45,297,3.141374,2.941275
45,300,3.080598,2.883005
45,303,3.021027,2.825904
45,306,2.962637,2.769949
45,309,2.905404,2.715117
45,312,2.849305,2.661385
45,315,2.794317,2.608731
45,318,2.740417,2.557134
45,321,2.687585,2.506571
45,324,2.635798,2.457023
45,327,2.585036,2.408468
45,330,2.535277,2.360887
45,333,2.486503,2.31426
45,336,2.438692,2.268567
45,339,2.391827,2.223791
45,342,2.345887,2.179911
45,345,2.300855,2.136911
45,348,2.256712,2.094773
45,351,2.21344,2.053479
45,354,2.171022,2.013012
45,357,2.129441,1.973355
45,360,2.088679,1.934493
45,363,2.048721,1.896409
45,366,2.00955,1.859087
45,369,1.971151,1.822512
45,372,1.933507,1.786669
45,375,1.896604,1.751544
45,378,1.860428,1.717121
45,381,1.824963,1.683386
45,384,1.790195,1.650327
45,387,1.75611,1.617928
45,390,1.722695,1.586177
45,393,1.689937,1.555061
45,396,1.657821,1.524566
45,399,1.626336,1.494681
45,402,1.595469,1.465392
45,405,1.565207,1.436689
45,408,1.535539,1.408558
45,411,1.506452,1.38099
45,414,1.477934,1.353971
45,417,1.449976,1.327492
45,420,1.422564,1.301541
45,423,1.395689,1.276107
45,426,1.36934,1.251181
45,429,1.343506,1.226752
45,432,1.318177,1.202809
45,435,1.293342,1.179344
45,438,1.268992,1.156346
45,441,1.245118,1.133807
45,444,1.22171,1.111716
45,447,1.198758,1.090066
45,450,1.176254,1.068846
45,453,1.154188,1.048048
45,456,1.132552,1.027665
45,459,1.111336,1.007686
45,462,1.090534,0.9881055
45,465,1.070137,0.968914
45,468,1.050136,0.9501041
45,471,1.030524,0.9316678
45,474,1.011292,0.9135978
45,477,0.9924344,0.8958865
45,480,0.9739422,0.8785267
45,483,0.9558086,0.8615114
45,486,0.9380269,0.8448341
45,489,0.9205899,0.8284876
45,492,0.9034905,0.8124653
45,495,0.8867223,0.7967606
45,498,0.8702784,0.7813671
45,501,0.8541525,0.7662785
45,504,0.8383383,0.7514887
45,507,0.8228297,0.7369919
45,510,0.8076208,0.7227823
45,513,0.7927054,0.7088538
45,516,0.7780777,0.6952009
45,519,0.7637321,0.681818
45,522,0.749663,0.6686997
45,525,0.7358648,0.6558407
45,528,0.7223322,0.6432358
45,531,0.7090602,0.63088
45,534,0.6960434,0.6187683
45,537,0.6832769,0.6068957
45,540,0.6707556,0.5952574
45,543,0.6584747,0.5838488
45,546,0.6464294,0.5726651
45,549,0.6346151,0.561702
45,552,0.6230273,0.550955
45,555,0.6116617,0.5404199
45,558,0.6005136,0.5300923
45,561,0.5895789,0.5199681
45,564,0.5788533,0.5100431
45,567,0.5683327,0.5003135
45,570,0.558013,0.4907752
45,573,0.5478904,0.4814245
45,576,0.5379609,0.4722577
45,579,0.5282209,0.4632711
45,582,0.5186664,0.454461
45,585,0.509294,0.445824
45,588,0.5000999,0.4373564
45,591,0.4910806,0.4290549
45,594,0.4822328,0.4209162
45,597,0.4735532,0.4129372
45,600,0.4650383,0.4051146
45,603,0.456685,0.3974453
45,606,0.4484901,0.3899261
45,609,0.4404505,0.3825542
45,612,0.4325631,0.3753265
45,615,0.4248249,0.3682401
45,618,0.417233,0.3612923
45,621,0.4097848,0.3544804
45,624,0.4024771,0.3478015
45,627,0.3953074,0.3412531
45,630,0.3882729,0.3348326
45,633,0.381371,0.3285373
45,636,0.374599,0.3223647
45,639,0.3679544,0.3163125
45,642,0.3614349,0.3103783
45,645,0.355038,0.3045598
45,648,0.3487611,0.2988545
45,651,0.3426021,0.2932603
45,654,0.3365586,0.2877749
45,657,0.3306283,0.2823961
45,660,0.324809,0.2771219
45,663,0.3190987,0.2719502
45,666,0.3134951,0.266879
45,669,0.3079963,0.2619061
45,672,0.3026002,0.2570298
45,675,0.2973047,0.2522481
45,678,0.2921079,0.247559
45,681,0.2870079,0.2429608
45,684,0.2820028,0.2384515
45,687,0.2770909,0.2340297
45,690,0.2722703,0.2296933
45,693,0.2675391,0.2254409
45,696,0.2628958,0.2212706
45,699,0.2583385,0.2171809
45,702,0.2538657,0.2131701
45,705,0.2494755,0.2092367
45,708,0.2451666,0.2053792
45,711,0.2409374,0.2015961
45,714,0.2367862,0.1978858
45,717,0.2327117,0.1942471
45,720,0.2287122,0.1906783
45,723,0.2247863,0.1871782
45,726,0.2209327,0.1837454
45,729,0.2171499,0.1803785
45,732,0.2134366,0.1770764
45,735,0.2097915,0.1738376
45,738,0.2062132,0.170661
45,741,0.2027005,0.1675453
45,744,0.1992521,0.1644893
45,747,0.1958667,0.1614918
45,750,0.1925431,0.1585516
45,753,0.1892803,0.1556678
45,756,0.186077,0.1528391
45,759,0.182932,0.1500644
45,762,0.1798443,0.1473427
45,765,0.1768128,0.144673
45,768,0.1738363,0.1420542
45,771,0.1709138,0.1394853
45,774,0.1680444,0.1369653
45,777,0.1652269,0.1344934
45,780,0.1624605,0.1320684
45,783,0.1597441,0.1296896
45,786,0.1570768,0.127356
45,789,0.1544576,0.1250667
45,792,0.1518856,0.1228209
45,795,0.1493599,0.1206176
45,798,0.1468797,0.1184562
45,801,0.1444442,0.1163356
45,804,0.1420523,0.1142553
45,807,0.1397034,0.1122142
45,810,0.1373965,0.1102118
45,813,0.135131,0.1082472
45,816,0.1329059,0.1063197
45,819,0.1307206,0.1044285
45,822,0.1285744,0.102573
45,825,0.1264664,0.1007525
45,828,0.1243959,0.09896623
45,831,0.1223623,0.09721358
45,834,0.1203648,0.09549388
45,837,0.1184028,0.09380648
45,840,0.1164756,0.09215075
45,843,0.1145825,0.09052611
45,846,0.1127229,0.08893193
45,849,0.1108963,0.08736761
45,852,0.1091018,0.08583257
45,855,0.107339,0.08432624
45,858,0.1056073,0.08284806
45,861,0.103906,0.0813975
45,864,0.1022347,0.079974
45,867,0.1005927,0.07857706
45,870,0.09897948,0.07720615
45,873,0.09739455,0.07586077
45,876,0.09583735,0.07454042
45,879,0.09430736,0.07324462
45,882,0.09280407,0.07197288
45,885,0.091327,0.07072473
45,888,0.08987567,0.06949976
45,891,0.08844959,0.06829748
45,894,0.08704829,0.06711747
45,897,0.08567131,0.06595929
45,900,0.08431821,0.06482252
45,903,0.08298852,0.06370674
45,906,0.08168182,0.06261154
45,909,0.0803977,0.06153655
45,912,0.07913574,0.06048137
45,915,0.07789552,0.05944562
45,918,0.07667665,0.05842891
45,921,0.07547873,0.05743089
45,924,0.07430137,0.05645119
45,927,0.07314419,0.05548945
45,930,0.07200682,0.05454534
45,933,0.07088891,0.05361853
45,936,0.06979011,0.05270868
45,939,0.06871004,0.05181546
45,942,0.06764839,0.05093855
45,945,0.06660479,0.05007763
45,948,0.06557892,0.04923241
45,951,0.06457046,0.04840258
45,954,0.0635791,0.04758785
45,957,0.06260452,0.04678794
45,960,0.06164643,0.04600256
45,963,0.06070451,0.04523142
45,966,0.05977847,0.04447426
45,969,0.05886802,0.04373081
45,972,0.05797288,0.04300081
45,975,0.05709277,0.042284
45,978,0.05622743,0.04158015
45,981,0.05537659,0.04088899
45,984,0.05453997,0.04021029
45,987,0.05371734,0.0395438
45,990,0.05290842,0.0388893
45,993,0.05211298,0.03824656
45,996,0.05133077,0.03761536
45,999,0.05056156,0.03699547
45,1002,0.04980512,0.03638669
45,1005,0.04906121,0.03578881
45,1008,0.0483296,0.03520161
45,1011,0.04761008,0.0346249
45,1014,0.04690244,0.03405848
45,1017,0.04620644,0.03350214
45,1020,0.04552191,0.03295571
45,1023,0.04484862,0.032419
45,1026,0.04418638,0.03189183
45,1029,0.04353499,0.03137401
45,1032,0.04289426,0.03086536
45,1035,0.04226398,0.03036572
45,1038,0.041644,0.02987492
45,1041,0.04103411,0.02939278
45,1044,0.04043414,0.02891916
45,1047,0.03984393,0.02845389
45,1050,0.03926328,0.02799681
45,1053,0.03869204,0.02754777
45,1056,0.03813004,0.02710661
45,1059,0.03757711,0.0266732
45,1062,0.0370331,0.02624738
45,1065,0.03649785,0.02582902
45,1068,0.0359712,0.02541798
45,1071,0.03545301,0.02501412
45,1074,0.03494313,0.0246173
45,1077,0.03444142,0.0242274
45,1080,0.03394771,0.02384429
45,1083,0.03346189,0.02346783
45,1086,0.03298381,0.02309791
45,1089,0.03251334,0.02273441
45,1092,0.03205034,0.02237721
45,1095,0.03159469,0.02202619
45,1098,0.03114626,0.02168123
45,1101,0.03070492,0.02134223
45,1104,0.03027055,0.02100907
45,1107,0.02984303,0.02068165
45,1110,0.02942224,0.02035986
45,1113,0.02900806,0.02004359
45,1116,0.02860039,0.01973276
45,1119,0.02819911,0.01942725
45,1122,0.02780411,0.01912696
45,1125,0.02741528,0.01883181
45,1128,0.02703252,0.01854169
45,1131,0.02665572,0.01825652
45,1134,0.02628478,0.01797621
45,1137,0.0259196,0.01770066
45,1140,0.02556008,0.0174298
45,1143,0.02520614,0.01716352
45,1146,0.02485766,0.01690176
45,1149,0.02451456,0.01664442
45,1152,0.02417674,0.01639143
45,1155,0.02384413,0.01614271
45,1158,0.02351663,0.01589818
45,1161,0.02319415,0.01565776
45,1164,0.02287661,0.01542139
45,1167,0.02256392,0.01518898
45,1170,0.02225601,0.01496047
45,1173,0.02195279,0.01473578
45,1176,0.02165418,0.01451484
45,1179,0.02136012,0.01429759
45,1182,0.02107051,0.01408397
45,1185,0.0207853,0.0138739
45,1188,0.0205044,0.01366732
45,1191,0.02022774,0.01346418
45,1194,0.01995525,0.0132644
45,1197,0.01968686,0.01306792
45,1200,0.0194225,0.0128747
45,1203,0.01916212,0.01268466
45,1206,0.01890563,0.01249776
45,1209,0.01865298,0.01231393
45,1212,0.01840411,0.01213313
45,1215,0.01815895,0.01195529
45,1218,0.01791743,0.01178037
45,1221,0.01767951,0.01160831
45,1224,0.01744512,0.01143907
45,1227,0.0172142,0.01127259
45,1230,0.0169867,0.01110882
45,1233,0.01676256,0.01094772
45,1236,0.01654172,0.01078923
45,1239,0.01632414,0.01063332
45,1242,0.01610975,0.01047993
45,1245,0.01589852,0.01032902
45,1248,0.01569038,0.01018056
45,1251,0.01548528,0.01003449
45,1254,0.01528318,0.009890771
45,1257,0.01508403,0.009749365
45,1260,0.01488778,0.00961023
45,1263,0.01469438,0.009473327
45,1266,0.01450379,0.009338615
45,1269,0.01431597,0.00920606
45,1272,0.01413086,0.009075621
45,1275,0.01394843,0.008947262
45,1278,0.01376863,0.008820946
45,1281,0.01359142,0.008696638
45,1284,0.01341676,0.008574302
45,1287,0.0132446,0.008453906
45,1290,0.01307491,0.008335415
45,1293,0.01290766,0.008218797
45,1296,0.01274279,0.008104018
45,1299,0.01258028,0.007991048
45,1302,0.01242008,0.007879854
45,1305,0.01226216,0.007770407
45,1308,0.01210649,0.007662675
45,1311,0.01195302,0.00755663
45,1314,0.01180173,0.007452244
45,1317,0.01165257,0.007349487
45,1320,0.01150552,0.007248331
45,1323,0.01136055,0.00714875
45,1326,0.01121761,0.007050715
45,1329,0.01107668,0.006954201
45,1332,0.01093773,0.006859182
45,1335,0.01080072,0.006765633
45,1338,0.01066564,0.006673528
45,1341,0.01053243,0.006582844
45,1344,0.01040109,0.006493555
45,1347,0.01027157,0.006405638
45,1350,0.01014386,0.006319071
45,1353,0.01001792,0.006233829
45,1356,0.009893718,0.006149892
45,1359,0.00977124,0.006067236
45,1362,0.009650455,0.005985842
45,1365,0.009531336,0.005905686
45,1368,0.009413857,0.00582675
45,1371,0.009297995,0.00574901
45,1374,0.009183723,0.00567245
45,1377,0.009071019,0.005597047
45,1380,0.008959859,0.005522783
45,1383,0.008850219,0.00544964
45,1386,0.008742075,0.005377598
45,1389,0.008635406,0.00530664
45,1392,0.008530189,0.005236746
45,1395,0.008426403,0.0051679
45,1398,0.008324024,0.005100083
45,1401,0.008223034,0.005033281
45,1404,0.00812341,0.004967474
45,1407,0.008025132,0.004902648
45,1410,0.007928181,0.004838786
45,1413,0.007832536,0.004775872
45,1416,0.007738178,0.00471389
45,1419,0.007645087,0.004652825
45,1422,0.007553245,0.004592663
45,1425,0.007462634,0.004533388
45,1428,0.007373235,0.004474987
45,1431,0.007285031,0.004417444
45,1434,0.007198003,0.004360746
45,1437,0.007112134,0.004304879
45,1440,0.007027407,0.004249829
46,0,0,0
46,1,5.675241,0.05576427
46,2,15.71832,0.3461028
46,3,25.85868,0.8860475
46,4,35.68342,1.647275
46,5,45.10425,2.602759
46,6,54.04868,3.728301
46,7,62.47068,5.001776
46,8,70.3565,6.403106
46,9,77.71811,7.914375
46,10,84.58298,9.519833
46,11,85.31177,11.14999
46,12,81.25149,12.61415
46,13,76.71294,13.88704
46,14,72.14797,14.98813
46,15,67.68143,15.93686
46,18,55.78207,18.0394
46,21,46.79347,19.32888
46,24,40.41267,20.09408
46,27,35.98275,20.52244
46,30,32.91596,20.7329
46,33,30.77227,20.80113
46,36,29.24385,20.77567
46,39,28.12267,20.6879
46,42,27.27038,20.55845
46,45,26.59576,20.40082
46,48,26.03927,20.22398
46,51,25.56196,20.034
46,54,25.1383,19.83499
46,57,24.75169,19.62979
46,60,24.39124,19.42038
46,63,24.04961,19.20822
46,66,23.7219,18.99435
46,69,23.40493,18.77955
46,72,23.09671,18.56438
46,75,22.79584,18.3493
46,78,22.5013,18.13466
46,81,22.21224,17.92079
46,84,21.92818,17.70791
46,87,21.64863,17.49623
46,90,21.3734,17.28592
46,93,21.10233,17.07708
46,96,20.83528,16.86984
46,99,20.57211,16.66429
46,102,20.31268,16.46052
46,105,20.05685,16.25859
46,108,19.80452,16.05858
46,111,19.55562,15.86052
46,114,19.31008,15.66445
46,117,19.06787,15.47041
46,120,18.8289,15.27841
46,123,18.59312,15.08848
46,126,18.36046,14.90064
46,129,18.13087,14.71488
46,132,17.90429,14.53123
46,135,17.68064,14.34968
46,138,17.45991,14.17023
46,141,17.24204,13.99289
46,144,17.02699,13.81764
46,147,16.81473,13.64447
46,150,16.60521,13.47338
46,153,16.39841,13.30435
46,156,16.19428,13.13737
46,159,15.99278,12.97242
46,162,15.79388,12.8095
46,165,15.59753,12.64858
46,168,15.40371,12.48965
46,171,15.21235,12.33269
46,174,15.02345,12.17768
46,177,14.83696,12.0246
46,180,14.65285,11.87344
46,183,14.47106,11.72418
46,186,14.29161,11.5768
46,189,14.11443,11.43127
46,192,13.9395,11.28757
46,195,13.76679,11.14569
46,198,13.59628,11.00561
46,201,13.42793,10.86729
46,204,13.26173,10.73073
46,207,13.09763,10.59591
46,210,12.93561,10.46279
46,213,12.77565,10.33137
46,216,12.61772,10.20162
46,219,12.46179,10.07351
46,222,12.30783,9.947039
46,225,12.15581,9.822176
46,228,12.00572,9.698904
46,231,11.85752,9.577202
46,234,11.7112,9.457051
